modality,query,answer,pdf,page
text,What percentage of American adults are worried about mass shootings? ,45%,2017830,3
text,Who is the co-editor of Gilani's Gallopedia weekly digest?,Asra Malik,2017830,0
text,What are the reasons behind the decline in productivity and prosperity in Arizona since the mid-2000s?,reduction in educational attainment in Arizona relative to the nation,2033711,18
text,What was Arizona's national ranking for broadband access?,36 th,2033711,18
text, What significant achievements were made by Fred Sanger and Janet Rossant?,Fred Sanger invents a method for rapid DNA  sequencing and publishes the first full DNA  genome of a living being  Janet Rossant creates a chimera combining two  mice species,2037338,3
text,How long does it typically take from incorporation to achieve the first major drug sales in the pharmaceutical industry?,8-12 years,2037338,29
text,What year was Humulin approved? ,1983,2037338,4
text,What was the year-to-year increase in unemployment in the City of Las Cruces compared to the United States?,3.3%,2046361,0
text,What two primary factors are driving changes in the unemployment rate in Las Cruces?,the number of employed  individuals changes or the number of those that are active in the labor market changes,2046361,5
text,"What was the motivation behind creating the HunterSurvey, ShooterSurvey, and AnglerSurvey?","help outdoor  businesses and the conservation community better understand trends regarding hunting, fishing  and outdoor-related spending and activities",2050937,4
text,What equipment is frequently purchased by freshwater and saltwater anglers?,Lures and terminal tackle,2050937,11
text,"According to the National Survey, which activity do sportswomen predominantly participate in? ",fishing,2050937,3
text,"What are the reported efficacy and safety rates for Pfizer, Moderna, J&J, and AstraZeneca covid vaccines?",70‐95% and very reasonable safety,2052352,1
text,What covid vaccine company announced a 95% efficacy rate and safety on November 18?,Pfizer,2052352,2
text,"As of 2020, were there any chemoprophylactic drugs approved for preventing SARS-CoV-2 infection?",No,2052352,142
text,What are the primary qualities that influence consumer acceptance of a product?,"packaging, and then on its smell, appearance, and texture (touch and feel)",2065810,1
text,which types of products were utilized in the study on personal-care products formulated with natural antioxidant extracts?,"hand cream, body oil, shampoo, clay mask, body exfoliating cream, and skin cleanser",2065810,0
text,What are six of the most important groups of cosmetic products?,"hand cream, body oil, shampoo, clay mask, body exfoliating cream, and skin cleanser",2065810,0
text,"When did Congress sign the Coronavirus Aid, Relief, and Economic Security (CARES) Act?","March 27, 2020",2068497,3
text,What is the decay rate of the Las Vegas metropolitan statistical area compared to the state average?,9.5 percent compared to the State’s decay rate of 6.8  percent,2068497,8
text,"Between February 2007 and April 2007, what was the peak employment level reached in the Carson City MSA?","33,300",2068497,0
text,What was the main focus of Ferdinand Kähler's work?,"bio-  and CO 2 -based chemicals and materials with a  focus on strategies, technology, markets, policy and  sustainability",2070070,1
text,Which industry primarily uses virgin fossil carbon as the foundational material for its products?,chemical industry,2070070,21
text,What percentage of global warming effects is attributed to emissions of carbon-containing greenhouse gases?,92 %,2070070,7
text,"What were the demographics of the participants in the study titled ""Age and Vigilance: The Effects of Event Rate and Task Pacing""?",Thirty-six  male  and  twelve  female  volunteers   ages  18  to  76,2085852,3
text,How was Trans World Airlines found guilty of age discrimination?,by   not  allowing  pilots  to  become  flight  engineers  and  forcing   them  to  retire  at  age  60,2085852,13
text,How did john D Watson die?,heart  at-·  tack,2086619,36
text,Where was James P. Watson born?,England,2086619,0
text,When was the new line of the Oregon Railroad and Navigation Company extended to McKay?,"August 20, 1881",2086619,10
text,What happened to Finland when Noah Lake was formed?,Finland was deserted,2088597,7
text,What year did Iohn Catto find Troy?,2002,2088597,0
text,What historical civilizations are described in the Commune of Perniö in southwest Finland?,"Norse,  Finnisb and Greek",2088597,0
text,How high did Ireland's transport sector's emissions increase in 2015?,4%,2089825,4
